Name,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Age 
Ford Figo 2015-2019 1.2P Titanium MT,23977,Petrol,Manual,1,18.16,1196,86.8,5,5380.0,4
Honda Amaze S i-Dtech,50000,Diesel,Manual,1,25.8,1498,98.6,5,3250.0,8
Toyota Corolla Altis D-4D GL,5900,Diesel,Manual,1,21.43,1364,87.2,5,16500.0,4
Ford Aspire Titanium Plus Diesel,2800,Diesel,Manual,1,26.1,1498,99.0,5,8410.0,6
Mercedes-Benz New C-Class C 220 CDI Elegance AT,119000,Diesel,Automatic,1,14.84,2143,170.0,5,13990.0,9
Hyundai i20 1.2 Magna,52359,Petrol,Manual,1,18.5,1197,80.0,5,3250.0,10
Volkswagen Polo 1.5 TDI Highline,62000,Diesel,Manual,1,20.14,1498,88.8,5,6250.0,6
Volkswagen Polo Diesel Trendline 1.2L,66000,Diesel,Manual,1,22.07,1199,73.9,5,2490.0,10
Hyundai Elite i20 Petrol Asta,18553,Petrol,Manual,1,18.6,1197,81.86,5,7930.0,3
Jaguar XF 2.2 Litre Executive,19000,Diesel,Automatic,2,16.36,2179,187.7,5,38000.0,6
Honda Brio EX MT,50000,Petrol,Manual,2,19.4,1198,86.8,5,2500.0,7
BMW 5 Series 2013-2017 530d M Sport,65266,Diesel,Automatic,1,14.69,2993,258.0,5,31750.0,6
Honda Accord 2.4 AT,87000,Petrol,Automatic,1,11.7,2354,177.6,5,5400.0,10
Audi A4 New 2.0 TDI Multitronic,44555,Diesel,Automatic,1,15.2,1968,140.8,5,13500.0,9
Honda Brio VX AT,28000,Petrol,Automatic,1,16.5,1198,86.8,5,4950.0,7
BMW 3 Series 320d,52100,Diesel,Automatic,2,13.2,1995,170.0,5,7500.0,12
Hyundai i10 Magna 1.2,29000,Petrol,Manual,1,20.36,1197,78.9,5,2350.0,9
Hyundai EON Magna Plus,19000,Petrol,Manual,1,21.1,814,55.2,5,3000.0,6
Toyota Fortuner 2.8 2WD AT,21719,Diesel,Automatic,1,12.9,2755,174.5,7,33130.0,2
Volkswagen Polo Diesel Trendline 1.2L,55339,Diesel,Manual,1,22.07,1199,73.9,5,2650.0,9
Maruti Swift VXI BSIV,9107,Petrol,Manual,1,20.4,1197,81.8,5,5150.0,5
Mahindra XUV500 W8 2WD,31000,Diesel,Manual,1,15.1,2179,140.0,7,9500.0,7
Jaguar XF 3.0 Litre S Premium Luxury,78000,Diesel,Automatic,2,14.74,2993,270.9,5,24000.0,10
Mahindra XUV500 W6 2WD,55000,Diesel,Manual,1,16.0,2179,140.0,7,8500.0,7
Toyota Fortuner 3.0 Diesel,138205,Diesel,Manual,2,11.5,2982,171.0,7,10500.0,12
Maruti Ciaz Zeta,5500,Petrol,Manual,1,21.56,1462,103.25,5,8200.0,4
Maruti Ritz VXI ABS,30232,Petrol,Manual,1,21.1,1197,85.8,5,5810.0,5
Hyundai i10 Magna,38235,Petrol,Manual,1,20.36,1197,78.9,5,1950.0,13
Honda Accord 2.4 A/T,60000,Petrol,Automatic,1,11.7,2354,177.6,5,4450.0,10
Ford EcoSport 1.5 TDCi Trend Plus BE,35188,Diesel,Manual,1,22.77,1498,98.59,5,11130.0,2
Chevrolet Beat Diesel LS,83629,Diesel,Manual,1,25.44,936,56.3,5,3150.0,5
Ford Endeavour 3.2 Titanium AT 4X4,61108,Diesel,Automatic,1,10.91,3198,197.0,7,28880.0,4
Hyundai EON Era Plus,38000,Petrol,Manual,1,21.1,814,55.2,5,2750.0,6
Volkswagen Polo 1.5 TDI Trendline,82621,Diesel,Manual,1,20.14,1498,88.8,5,4420.0,7
Audi A4 35 TDI Premium,60000,Diesel,Automatic,1,17.11,1968,174.33,5,25000.0,6
Honda City i VTEC V,29512,Petrol,Manual,1,17.4,1497,117.3,5,7900.0,5
Nissan Terrano XL D Option,65280,Diesel,Manual,1,19.87,1461,83.14,5,5800.0,8
Toyota Innova 2.5 G4 Diesel 8-seater,147848,Diesel,Manual,1,12.8,2494,102.0,8,13200.0,6
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,65405,Diesel,Automatic,1,13.0,2143,204.0,5,32730.0,5
Maruti Swift VDI BSIV,60095,Diesel,Manual,1,25.2,1248,74.0,5,4750.0,6
Mercedes-Benz S-Class 320 L,30000,Petrol,Manual,1,13.0,2987,210.0,5,10750.0,15
Hyundai Accent GLE,32773,Petrol,Manual,1,13.2,1495,94.0,5,2050.0,11
BMW X3 xDrive20d,45165,Diesel,Automatic,1,16.09,1995,184.0,5,41750.0,5
Hyundai Verna 1.6 SX,65900,Diesel,Manual,1,22.32,1582,126.32,5,5750.0,9
Hyundai i20 1.2 Sportz,54000,Petrol,Manual,1,17.0,1197,80.0,5,3200.0,10
Honda City i-VTEC V,55818,Petrol,Manual,2,17.4,1497,117.3,5,5700.0,7
Mahindra Renault Logan 1.4 GLX Petrol,2200,Petrol,Manual,1,15.7,1390,75.0,5,2300.0,13
Tata Indigo XL Classic Dicor,80000,Diesel,Manual,1,23.57,1396,70.0,5,1200.0,10
Toyota Innova 2.5 G (Diesel) 7 Seater,47000,Diesel,Manual,1,12.99,2494,100.6,7,11250.0,7
Maruti Dzire AMT ZXI Plus,8018,Petrol,Automatic,1,22.0,1197,81.8,5,8300.0,2
Honda City Corporate Edition,51920,Petrol,Manual,1,16.8,1497,116.3,5,4250.0,9
Hyundai Santro Xing GL,20842,Petrol,Manual,1,0.0,1086,62.0,5,2780.0,10
Maruti Alto 800 VXI,32000,Petrol,Manual,2,22.74,796,47.3,5,2100.0,7
Maruti Alto K10 VXI,2100,Petrol,Manual,1,24.07,998,67.1,5,3600.0,3
Audi Q5 2.0 TDI Premium Plus,53900,Diesel,Automatic,1,14.16,1968,174.3,5,29000.0,7
Toyota Qualis FS B2,77757,Diesel,Manual,2,13.1,2446,75.0,10,3500.0,17
Tata Manza Aura Safire,40000,Petrol,Manual,1,15.0,1368,90.0,5,1350.0,11
Maruti Swift Dzire VXI,58310,Petrol,Manual,2,19.1,1197,85.8,5,5390.0,7
Fiat Grande Punto 1.4 Emotion,44846,Petrol,Manual,2,14.6,1368,88.7,5,5410.0,6
Hyundai Santro Xing GL Plus,53000,Petrol,Manual,1,17.92,1086,62.1,5,2350.0,9
Maruti A-Star Lxi,81448,Petrol,Manual,1,19.0,998,66.1,5,2600.0,11
Tata Indigo LX,78008,Diesel,Manual,1,17.0,1405,70.0,5,2900.0,6
Honda City i VTEC V,38000,Petrol,Manual,1,17.4,1497,117.3,5,7800.0,6
Hyundai Accent GLE,56000,Petrol,Manual,1,13.2,1495,94.0,5,2450.0,9
Skoda Octavia Elegance 2.0 TDI AT,23000,Diesel,Automatic,1,19.3,1968,141.0,5,15750.0,6
Hyundai Xcent 1.1 CRDi SX Option,65000,Diesel,Manual,1,24.4,1120,71.0,5,6000.0,7
Nissan Terrano XL 110 PS,66000,Diesel,Manual,1,19.01,1461,108.5,5,6800.0,7
Volkswagen Vento IPL II Petrol Trendline,66000,Petrol,Manual,1,15.8,1598,105.0,5,2750.0,10
BMW 7 Series 730Ld,38000,Diesel,Automatic,1,16.46,2993,258.0,5,45000.0,8
Skoda Laura Ambition 2.0 TDI CR AT,85071,Diesel,Automatic,1,20.0,1968,138.1,5,9750.0,7
Nissan Micra Diesel XV Primo,72000,Diesel,Manual,1,23.08,1461,63.1,5,2300.0,10
Volkswagen Vento IPL II Petrol Highline AT,23627,Petrol,Automatic,1,14.8,1598,105.0,5,4750.0,8
Honda Amaze S i-Dtech,39575,Diesel,Manual,1,25.8,1498,98.6,5,3250.0,8
Hyundai Verna CRDi SX,82966,Diesel,Manual,1,16.8,1493,110.0,5,7200.0,8
Hyundai Grand i10 1.2 Kappa Magna,46493,Petrol,Manual,1,18.9,1197,81.86,5,5530.0,3
Toyota Fortuner 4x2 AT,79000,Diesel,Automatic,1,12.55,2982,168.5,7,18500.0,7
Maruti Ertiga VDI,43775,Diesel,Manual,1,20.77,1248,88.76,7,8270.0,4
Hyundai i20 Asta 1.2,39000,Petrol,Manual,2,18.6,1197,81.83,5,6300.0,6
Chevrolet Captiva LTZ VCDi,89000,Diesel,Automatic,1,12.5,1991,147.9,7,4000.0,12
Maruti Vitara Brezza ZDi Plus,34688,Diesel,Manual,1,24.3,1248,88.5,5,10490.0,2
Maruti Ertiga VDI,82085,Diesel,Manual,1,20.77,1248,88.76,7,6500.0,9
BMW 7 Series 730Ld,55000,Diesel,Automatic,2,16.46,2993,258.0,5,19500.0,10
Land Rover Freelander 2 HSE SD4,60000,Diesel,Automatic,2,12.35,2179,187.74,5,23500.0,9
Nissan Sunny 2011-2014 XV,18000,Petrol,Manual,1,16.95,1498,97.7,5,7500.0,5
Maruti Swift Dzire VDI,84175,Diesel,Manual,1,23.4,1248,74.0,5,6950.0,8
Mercedes-Benz E-Class 280 CDI,68333,Diesel,Automatic,2,11.0,2987,198.5,5,8500.0,13
Land Rover Range Rover 2.2L Dynamic,56000,Diesel,Automatic,1,12.7,2179,187.7,5,30000.0,9
Toyota Innova 2.5 GX (Diesel) 7 Seater,96000,Diesel,Manual,1,12.99,2494,100.0,7,11500.0,9
Maruti Swift Dzire VXI,10671,Petrol,Manual,1,20.85,1197,83.14,5,6510.0,3
Ford Figo Diesel EXI,84000,Diesel,Manual,1,20.0,1399,68.05,5,3800.0,6
Chevrolet Beat Diesel,47000,Diesel,Manual,1,25.44,936,57.6,5,2500.0,10
Tata Hexa XTA,14233,Diesel,Automatic,1,17.6,2179,153.86,7,17850.0,2
Mercedes-Benz GLC 220d 4MATIC Sport,25000,Diesel,Automatic,1,17.9,2143,170.0,5,45000.0,4
Renault KWID Climber 1.0 AMT,38171,Petrol,Automatic,2,22.5,999,67.0,5,4990.0,3
Maruti Alto 800 2016-2019 CNG LXI,65537,CNG,Manual,2,33.44,796,40.3,4,2100.0,9
Skoda Yeti Ambition 4X2,99754,Diesel,Manual,1,17.72,1968,108.49,5,7990.0,9
Chevrolet Beat Diesel LT,88000,Diesel,Manual,1,25.44,936,57.6,5,1500.0,9
Honda Amaze VX i-Vtech,17362,Petrol,Manual,1,18.0,1198,86.7,5,5650.0,5
Maruti Ciaz ZXi,17000,Petrol,Manual,1,20.73,1373,91.1,5,7650.0,4
Maruti Swift Dzire VXi,50000,Petrol,Manual,1,17.5,1298,85.8,5,3000.0,9
Toyota Fortuner 4x2 AT,123000,Diesel,Automatic,1,12.55,2982,168.5,7,16500.0,8
Toyota Etios Liva 1.2 VX Dual Tone,20877,Petrol,Manual,1,18.16,1197,78.9,5,7270.0,2
Maruti Swift VDI,27365,Diesel,Manual,1,28.4,1248,74.0,5,4750.0,7
Toyota Corolla Altis 1.8 Sport,31000,Petrol,Manual,1,12.5,1794,132.0,5,5000.0,11
Ford Figo Diesel Titanium,95000,Diesel,Manual,3,20.0,1399,68.0,5,2350.0,10
Renault KWID RXT,53886,Petrol,Manual,1,25.17,799,53.3,5,3070.0,5
Maruti Ciaz 1.4 AT Alpha,15234,Petrol,Automatic,1,19.12,1373,91.1,5,9950.0,4
Ford Aspire Ambiente Diesel,17000,Diesel,Manual,1,26.1,1498,99.0,5,5650.0,3
Maruti Eeco 7 Seater Standard,54885,Petrol,Manual,1,15.1,1196,73.0,7,3750.0,8
Volkswagen Polo Petrol Comfortline 1.2L,24000,Petrol,Manual,1,16.47,1198,73.9,5,2950.0,8
Volkswagen Vento 1.5 TDI Comfortline AT,75000,Diesel,Automatic,1,21.21,1498,103.2,5,7500.0,7
Hyundai Grand i10 CRDi Magna,14000,Diesel,Manual,1,24.0,1120,70.0,5,4600.0,4
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,8587,Petrol,Manual,1,15.29,1591,121.3,5,13560.0,2
Audi A4 New 2.0 TDI Multitronic,40670,Diesel,Automatic,2,15.2,1968,140.8,5,17740.0,8
Mahindra Ssangyong Rexton RX7,66372,Diesel,Automatic,1,11.18,2696,184.0,7,10500.0,8
Chevrolet Beat LT,26000,Petrol,Manual,1,18.6,1199,79.4,5,1500.0,11
Hyundai i10 Sportz,39000,Petrol,Manual,1,20.36,1197,78.9,5,2600.0,10
Hyundai i20 Asta (o),42365,Petrol,Manual,1,17.0,1197,80.0,5,5500.0,7
Hyundai Creta 1.6 SX Option,24347,Petrol,Manual,1,15.8,1591,121.3,5,11000.0,5
Jaguar XJ 3.0L Portfolio,26000,Diesel,Automatic,1,14.47,2993,301.73,5,75000.0,6
Ford Ikon 1.3 Flair,65134,Petrol,Manual,3,13.8,1299,70.0,5,800.0,19
Hyundai Tucson CRDi,103515,Diesel,Manual,3,12.6,1991,112.0,7,5000.0,14
Maruti SX4 ZXI MT BSIV,85000,Petrol,Manual,1,16.51,1586,103.2,5,2500.0,13
Mitsubishi Pajero 2.8 GLX Sports,85000,Diesel,Manual,1,9.5,2835,118.6,6,7990.0,13
Ford Figo Petrol ZXI,69009,Petrol,Manual,2,15.6,1196,70.0,5,2400.0,11
Volkswagen Tiguan 2.0 TDI Highline,50510,Diesel,Automatic,1,17.06,1968,141.0,5,24900.0,4
Volkswagen Passat Diesel Highline 2.0 TDI,52000,Diesel,Automatic,1,18.33,1968,167.7,5,9000.0,11
Skoda Superb Style 1.8 TSI AT,53000,Petrol,Automatic,1,14.67,1798,177.46,5,17850.0,5
Audi Q5 30 TDI quattro Premium,52000,Diesel,Automatic,1,14.16,1968,174.3,5,25490.0,6
Ford Figo Diesel Titanium,36000,Diesel,Manual,1,20.0,1399,68.05,5,4950.0,6
Jaguar XF 2.2 Litre Luxury,13418,Diesel,Automatic,1,16.36,2179,187.7,5,33630.0,5
Hyundai Verna 1.6 SX CRDI (O) AT,57539,Diesel,Automatic,1,22.32,1582,126.32,5,7750.0,7
Ford Figo 2015-2019 1.5D Titanium MT,36154,Diesel,Manual,2,25.83,1498,99.0,5,6410.0,4
Audi A6 3.0 TDI quattro,48040,Diesel,Automatic,2,16.77,2967,241.38,5,12070.0,12
Mahindra Xylo E2,109147,Diesel,Manual,1,14.0,2498,112.0,8,2650.0,11
Maruti Swift Dzire VDI,61000,Diesel,Manual,1,23.4,1248,74.0,5,5350.0,7
Volkswagen Vento 1.6 Highline,38000,Petrol,Manual,1,16.09,1598,103.5,5,3250.0,10
Ford Ecosport 1.0 Ecoboost Titanium,43316,Petrol,Manual,1,18.88,999,123.37,5,6220.0,7
Maruti Wagon R LXI,62000,Petrol,Manual,2,18.9,998,67.1,5,1250.0,17
Ford Endeavour 3.2 Trend AT 4X4,50484,Diesel,Automatic,1,10.91,3198,197.2,7,31120.0,4
Audi A6 2011-2015 2.0 TDI Premium Plus,56500,Diesel,Automatic,1,17.68,1968,174.33,5,19800.0,8
Honda Brio S MT,14821,Petrol,Manual,1,19.4,1198,86.8,5,5370.0,5
Renault KWID RXT,4152,Petrol,Manual,1,25.17,799,53.3,5,3150.0,5
Hyundai Santro Xing GLS LPG,17000,LPG,Manual,1,13.45,1086,62.1,5,3100.0,10
BMW X1 sDrive20d,85000,Diesel,Automatic,3,17.05,1995,184.0,5,10000.0,9
Toyota Fortuner 4x2 AT,65000,Diesel,Automatic,1,12.55,2982,168.5,7,16500.0,8
Chevrolet Tavera LS B3 10 Seats BSIII,120000,Diesel,Manual,1,14.8,2499,80.0,10,5500.0,6
Honda Amaze VX AT i-Vtech,57937,Petrol,Automatic,1,15.5,1198,86.7,5,5400.0,7
Porsche Cayenne Base,14298,Petrol,Automatic,1,13.33,2995,340.0,5,2020.0,2
Toyota Fortuner 2.8 4WD MT,110000,Diesel,Manual,1,14.24,2755,174.5,7,13700.0,11
Toyota Fortuner 4x2 4 Speed AT,97000,Diesel,Automatic,1,11.5,2982,169.0,7,16750.0,9
Maruti Swift Dzire VXi AT,46849,Petrol,Automatic,1,18.5,1197,83.14,5,6930.0,4
Hyundai Verna 1.6 SX,83678,Diesel,Manual,1,22.32,1582,126.32,5,5500.0,9
Maruti Wagon R VXI,141537,Petrol,Manual,2,18.9,998,67.1,5,1050.0,15
BMW 3 Series 320d Sport Line,57156,Diesel,Automatic,2,18.88,1995,184.0,5,18000.0,9
Hyundai i10 Era,84000,Petrol,Manual,2,19.81,1086,68.05,5,1800.0,13
Volkswagen Vento Diesel Highline,95500,Diesel,Manual,1,20.54,1598,103.6,5,5000.0,8
Hyundai i10 Magna 1.2,62000,Petrol,Manual,1,20.36,1197,78.9,5,2500.0,9
Skoda Laura 1.8 TSI Ambiente,46000,Petrol,Manual,1,13.4,1798,157.8,5,5500.0,10
Volkswagen Polo Diesel Comfortline 1.2L,107023,Diesel,Manual,1,22.07,1199,73.9,5,3900.0,9
Audi Q7 3.0 TDI Quattro Technology,120300,Diesel,Automatic,2,12.07,2967,241.4,7,18000.0,13
Audi A4 3.0 TDI Quattro,35463,Diesel,Automatic,1,14.94,2967,241.4,5,25020.0,6
Hyundai Xcent 1.1 CRDi S,14656,Diesel,Manual,1,24.4,1120,71.0,5,6990.0,5
Ford Ecosport 1.0 Ecoboost Platinum Edition,22000,Petrol,Manual,1,18.88,999,123.24,5,7850.0,4
Maruti Swift Dzire VDi,130000,Diesel,Manual,1,19.3,1248,73.9,5,3850.0,11
Mahindra KUV 100 mFALCON G80 K2,24806,Petrol,Manual,1,18.15,1198,82.0,6,5600.0,4
Nissan Sunny 2011-2014 Diesel XL,125600,Diesel,Manual,1,21.64,1461,84.8,5,3750.0,8
Volkswagen Vento Diesel Trendline,99807,Diesel,Manual,1,20.54,1598,103.6,5,3750.0,10
Maruti Wagon R VXI,75000,Petrol,Manual,1,18.9,998,67.1,5,2600.0,10
Toyota Innova 2.5 V Diesel 7-seater,262000,Diesel,Manual,4,12.8,2494,102.0,7,4000.0,14
Maruti Swift VVT VXI,34204,Petrol,Manual,1,22.0,1197,81.8,5,5430.0,5
Mahindra Scorpio SLE BSIV,85000,Diesel,Manual,1,12.05,2179,120.0,8,5250.0,10
Maruti Swift LDI Optional,52010,Diesel,Manual,1,25.2,1248,74.0,5,6200.0,3
Ford Figo 1.2P Titanium MT,54000,Petrol,Manual,1,18.16,1196,86.8,5,5000.0,5
Audi Q3 2.0 TDI Quattro,45000,Diesel,Automatic,1,17.32,1968,184.0,5,27000.0,5
BMW 3 Series 320d Sport Line,21983,Diesel,Automatic,1,18.88,1995,184.0,5,16500.0,8
Hyundai Verna CRDi,70000,Diesel,Manual,1,16.8,1493,110.0,5,5100.0,10
Mercedes-Benz E-Class E270 CDI,102000,Diesel,Automatic,2,11.0,2987,198.5,5,4650.0,16
Chevrolet Cruze LTZ,64042,Diesel,Manual,1,17.3,1998,163.7,5,5700.0,7
Nissan Micra Diesel XL,100000,Diesel,Manual,1,23.08,1461,63.1,5,3000.0,7
Mahindra XUV500 AT W10 FWD,24500,Diesel,Automatic,1,16.0,2179,140.0,7,16520.0,3
BMW 3 Series 320i,40000,Petrol,Automatic,2,12.05,1995,154.0,5,9500.0,12
Mahindra Ssangyong Rexton RX7,91586,Diesel,Automatic,2,11.18,2696,184.0,7,9470.0,7
Maruti Swift Dzire Vdi BSIV,68000,Diesel,Manual,1,19.3,1248,73.9,5,2750.0,10
Honda City 1.5 V MT Sunroof,60669,Petrol,Manual,1,16.8,1497,116.3,5,4950.0,8
Skoda Rapid 1.6 TDI Ambition,64186,Diesel,Manual,1,20.5,1598,103.5,5,3760.0,8
Land Rover Freelander 2 HSE,96000,Diesel,Automatic,1,12.35,2179,187.74,5,18980.0,9
Mahindra XUV500 W8 2WD,35000,Diesel,Manual,1,16.0,2179,140.0,7,8250.0,9
Mahindra KUV 100 G80 K6 Plus 5Str,43000,Petrol,Manual,1,18.15,1198,82.0,5,4500.0,4
Hyundai Creta 1.6 VTVT S,26000,Petrol,Manual,1,15.29,1591,121.3,5,12500.0,5
Honda Jazz 1.2 VX i VTEC,28500,Petrol,Manual,1,18.7,1199,88.7,5,5950.0,5
Maruti Celerio VXI AMT,47691,Petrol,Automatic,1,23.1,998,67.04,5,3940.0,5
Hyundai Grand i10 CRDi Sportz,65000,Diesel,Manual,1,24.0,1120,70.0,5,3990.0,7
Hyundai i10 Era 1.1,49000,Petrol,Manual,1,19.81,1086,68.05,5,2750.0,8
Honda Amaze EX i-Dtech,70961,Diesel,Manual,1,25.8,1498,98.6,5,4000.0,8
Mini Cooper 5 DOOR D,34000,Diesel,Automatic,1,20.7,1496,113.98,5,22000.0,7
Toyota Innova Crysta 2.8 ZX AT,53841,Diesel,Automatic,1,11.36,2755,171.5,7,20500.0,4
Maruti Ertiga VXI,17585,Petrol,Manual,1,16.02,1373,93.7,7,6350.0,7
Porsche Panamera 2010 2013 4S,42400,Petrol,Automatic,3,8.0,4806,394.3,4,42910.0,11
Mahindra XUV500 W10 2WD,89000,Diesel,Manual,1,16.0,2179,140.0,7,13500.0,5
Mitsubishi Pajero Sport 4X4,53497,Diesel,Manual,1,13.5,2477,175.56,7,16420.0,6
Maruti Celerio VXI AT Optional,20000,Petrol,Automatic,1,23.1,998,67.04,5,4700.0,4
Mahindra Scorpio S8 8 Seater,72118,Diesel,Manual,1,15.4,2179,120.0,8,10230.0,5
Mini Cooper 5 DOOR D,14857,Diesel,Automatic,1,20.7,1496,113.98,5,31550.0,2
Audi A4 2.0 TDI 177 Bhp Premium Plus,70000,Diesel,Automatic,1,17.11,1968,174.33,5,18000.0,7
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,100000,Diesel,Automatic,2,11.3,2987,254.8,7,38000.0,8
Mercedes-Benz R-Class R350 4Matic Long,93000,Petrol,Automatic,2,11.8,3498,272.0,7,15000.0,11
Mahindra Thar CRDe,19000,Diesel,Manual,1,16.55,2498,105.0,6,9250.0,5
Honda Accord 2.4 AT,95000,Petrol,Automatic,3,11.7,2354,177.6,5,2850.0,13
Mitsubishi Montero 3.2 GLS,179032,Diesel,Manual,1,11.56,3200,199.3,7,7500.0,14
Honda City i VTEC SV,27030,Petrol,Manual,1,17.8,1497,117.3,5,6750.0,6
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,160000,Diesel,Manual,1,12.99,2494,100.0,8,12000.0,7
Maruti Eeco 7 Seater Standard,56661,Petrol,Manual,1,15.1,1196,73.0,7,3610.0,9
Honda Civic 2010-2013 1.8 V MT,47000,Petrol,Manual,1,14.8,1799,130.2,5,3950.0,9
Maruti Baleno Alpha CVT,3000,Petrol,Automatic,1,21.4,1197,83.1,5,8850.0,3
Honda City i VTEC VX Option,14000,Petrol,Manual,1,17.4,1497,117.3,5,11250.0,3
Mitsubishi Pajero Sport 4X4 AT,11827,Diesel,Automatic,1,13.5,2477,175.56,6,27110.0,2
Maruti Swift Dzire VDi,110000,Diesel,Manual,1,19.3,1248,73.9,5,3500.0,10
Hyundai Verna 1.6 SX VTVT (O),52000,Petrol,Manual,1,17.1,1591,121.3,5,5250.0,8
Maruti Alto LXi,100000,Petrol,Manual,1,19.7,796,46.3,5,1500.0,10
Audi A6 2.7 TDI,78000,Diesel,Automatic,1,12.4,2698,179.5,5,8000.0,12
Hyundai i20 Magna,58000,Petrol,Manual,2,18.5,1197,80.0,5,2500.0,11
Land Rover Range Rover 2.2L Prestige,34990,Diesel,Automatic,1,12.7,2179,187.7,5,53830.0,4
Hyundai i20 Asta 1.4 CRDi,44487,Diesel,Manual,1,22.54,1396,88.73,5,7300.0,5
Skoda Superb Elegance 2.0 TDI CR AT,136997,Diesel,Automatic,1,17.2,1968,138.1,5,8500.0,9
Hyundai Grand i10 CRDi Magna,79000,Diesel,Manual,1,24.0,1120,70.0,5,4150.0,7
Maruti Ciaz VDi Plus SHVS,38151,Diesel,Manual,1,28.09,1248,88.5,5,7650.0,5
Skoda Superb Elegance 1.8 TSI AT,75000,Petrol,Automatic,2,13.7,1798,157.75,5,4950.0,12
Hyundai i20 Asta 1.4 CRDi,46162,Diesel,Manual,1,22.54,1396,88.73,5,6980.0,6
BMW 3 Series 320d Luxury Plus,100000,Diesel,Automatic,1,18.88,1995,184.0,5,24750.0,6
Volkswagen Vento Petrol Highline,66000,Petrol,Manual,2,15.04,1598,103.6,5,4250.0,10
BMW 6 Series 630i Coupe,5900,Petrol,Automatic,1,7.94,4395,450.0,4,47500.0,10
Honda City i VTEC VX,39000,Petrol,Manual,1,17.8,1497,117.3,5,6950.0,5
Volkswagen Vento 2013-2015 1.6 Comfortline,17000,Petrol,Manual,1,15.04,1598,103.2,5,4250.0,7
Ford Figo Diesel EXI Option,72500,Diesel,Manual,1,18.5,1399,68.0,5,3120.0,9
Ford Endeavour 3.0L 4X4 AT,78000,Diesel,Automatic,2,11.4,2953,153.86,7,5340.0,11
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,23152,Diesel,Automatic,1,19.27,2143,167.62,5,39220.0,3
Maruti Vitara Brezza ZDi Plus Dual Tone,18108,Diesel,Manual,1,24.3,1248,88.5,5,11310.0,4
Hyundai Grand i10 1.2 CRDi Sportz Option,26877,Diesel,Manual,1,24.0,1186,73.97,5,5750.0,4
Honda City i DTEC VX,71000,Diesel,Manual,2,25.1,1498,98.6,5,6200.0,7
Hyundai Grand i10 1.2 Kappa Asta,62788,Petrol,Manual,1,18.9,1197,81.86,5,6080.0,4
Skoda Fabia 1.6 MPI Elegance,41629,Petrol,Manual,2,14.83,1598,105.0,5,2250.0,9
Audi A6 2011-2015 2.0 TDI Premium Plus,62500,Diesel,Automatic,2,17.68,1968,174.33,5,19000.0,9
Hyundai Elite i20 Petrol Sportz,30292,Petrol,Manual,1,18.6,1197,81.86,5,6100.0,5
Toyota Innova 2.5 G (Diesel) 8 Seater,166000,Diesel,Manual,1,12.99,2494,100.6,8,8250.0,10
Tata Zest Quadrajet 1.3 75PS XM,72000,Diesel,Manual,1,22.95,1248,74.0,5,5000.0,4
Toyota Etios Liva GD,225000,Diesel,Manual,2,23.59,1364,67.06,5,2600.0,9
Honda City i VTEC CVT VX,51000,Petrol,Automatic,1,18.0,1497,117.3,5,7900.0,6
Hyundai Verna Xi (Petrol),137148,Petrol,Manual,2,13.9,1599,103.2,5,1850.0,12
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,20149,Diesel,Automatic,1,19.27,2143,167.62,5,38500.0,4
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,66538,Diesel,Automatic,1,10.2,4367,308.0,7,70000.0,9
Maruti Swift Dzire 1.2 Vxi BSIV,72425,Petrol,Manual,2,17.5,1197,85.8,5,2450.0,11
Volkswagen Polo Diesel Highline 1.2L,90110,Diesel,Manual,1,22.07,1199,73.9,5,2500.0,11
Honda City 1.5 V MT,66276,Petrol,Manual,1,17.0,1497,118.0,5,5500.0,10
Toyota Fortuner 3.0 Diesel,144113,Diesel,Manual,2,11.5,2982,171.0,7,11750.0,11
Maruti Swift VXI Optional,24005,Petrol,Manual,1,20.4,1197,81.8,5,6200.0,4
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,65000,Diesel,Automatic,1,21.5,1498,108.5,5,6250.0,8
Maruti Wagon R VXI,72599,Petrol,Manual,1,22.5,998,67.04,5,4320.0,6
Hyundai Verna 1.6 SX VTVT (O) AT,36300,Petrol,Automatic,3,17.1,1591,121.4,5,7500.0,9
Jaguar XF 2.2 Litre Luxury,47877,Diesel,Automatic,1,16.36,2179,187.7,5,35680.0,5
Land Rover Range Rover HSE Dynamic,44000,Diesel,Automatic,1,12.7,2179,187.7,5,44000.0,4
Toyota Corolla Altis 1.8 GL,32000,Petrol,Manual,2,14.28,1798,138.03,5,4950.0,12
Volkswagen Polo Diesel Highline 1.2L,39000,Diesel,Manual,1,22.07,1199,73.9,5,3050.0,11
Tata Nano STD SE,80000,Petrol,Manual,2,25.4,624,37.5,4,530.0,9
Toyota Fortuner 3.0 Diesel,148009,Diesel,Manual,2,11.5,2982,171.0,7,12750.0,10
